kn_individu_national,dc_sexe_id,annee_naissance0,dc_nationalite,dc_lblnationalite,kn_idcartevisite,dc_titre,dc_accroche,dc_etatcartevisite_id,dc_rome_id,dc_appellationrome_id,dn_dureecontratmin,dn_dureecontratmax,dn_remuneration,dc_unitesalaire_id,dd_datemodifemploirech,dc_domainemetier_id,dc_qualificationmetier_id,dc_lblqualificationmetier,dn_dureeexperience,dc_uniteduree_experience_id,dc_uniteduree_travail_id,dn_mobilitehabitation,dc_unitemobilite_hab_id,kd_datemodification_cv,libre_1,libre_2,libre_3,libre_4,libre_5,libre_6,libre_7,libre_8,libre_9,libre_10,savoir_1,savoir_2,savoir_3,savoir_4,savoir_5,savoiretre_1,savoiretre_2,savoiretre_3,savoirfaire_1,savoirfaire_2,savoirfaire_3,savoirfaire_4,savoirfaire_5,langue_1,langue_2,langue_3,permis_1,permis_2,permis_3,kc_nationalite,kc_qualificationmetier
2f6f3c010d36929bb8fff1d3605734ba5085356692101b0eca7fc06559aa1b98,M,1965,1,FRANCAISE,9e9e537e6e9f6aceca743cb29d25aa3b97250a7ceb50cb8b8e8bb771334aa850,Conducteur d'engins et P lourd,j'ai 4 ans d'expérience dans le domaine Conduite d'engins et de 15 ans comme chauffeur Plourd je m'adapte j'ai déjà travaillé en équipe je suis sociable ponctuel,5,F1302,13118,,,2000.0,M,2021-02-24T11:27:35.000Z,,,,4,AN,,40,KM,2021-03-16T05:18:50.478Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
b13cb4319192a6949998a27a0b431f7fad8665a278875c2fa216675b1c0f20dd,M,1981,1,FRANCAISE,a12b6afb9d96eb5283d260a82e173bcb0a130ca1cfbf328749fcc25f81475ee4,Ouvrier Ouvrière d'entretien des espaces verts,Ayant de l'expérience dans le domaine des espaces verts je recherche un poste me permettant de mettre à profit mes compétences et connaissances dans ce domaine,5,A1202,17474,1,3,10.25,H,2021-10-25T12:04:14.000Z,,3,"Ouvrier qualifié (P1, P2)",5,AN,MO,20,KM,2021-10-25T12:04:46.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
d4df8d3aa25d429972532cdcc49b24bdd449a59f00d6a770f86977b36423a7c9,F,1989,31,ALGERIENNE,db56d91e526c7c12a42c145be74d18287a9c76172c1f9cad4fb738793ed2c206,Animatrice polyvalente,Forte d une expérience dans l animation socio culturelle et désireuse de pouvoir évoluer dans ce domaine Je souhaite mettre à votre service mon sérieux et polyvalence j ai plus que jamais envie de pouvoir laissé exprimer mes compétences et ma valeur ajoutée au sein de votre structure,3,G1203,10983,0,0,10.25,M,2021-07-21T11:34:20.000Z,,6,Employé qualifié,8,AN,MO,30,MN,2021-07-21T11:42:45.565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,6
52492ac526a8960e5d78d396fd6556051793bd79ea9966344997583d1fc98e87,M,1978,1,FRANCAISE,6edb424c5c272a1051a8fc79c52e02d0fe26548840c4e8593cadede1d273b955,Aide-déménageur Aide-déménageuse,Je suis actuellement a la recherche d'emplois je suis actif poli polyvalent ponctuel assidu travailleur sociable J'aime le travail en équipe je recherche une entreprise innovante et dynamique ou que je pourrez montrer mes capacité,3,N1102,10875,,,,M,2021-10-14T07:16:51.000Z,,,,8,AN,,30,KM,2021-10-14T07:18:37.317Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
98e9c6f4a45d85b0a1d583c28edffbe2c3e25238cd1be4761bb3d9b5f6869f6a,M,1957,33,TUNISIENNE,247bb7d3e4b27a95aa9e3cd26a1a4ba8a6fd6cb8599c6da8384564522efe94fb,Vendeur Vendeuse de sandwichs,Expérience de plus de 18 ans je suis sérieux et motivé très bonne connaissance des spécialités turques et sandwichs Grecques,3,G1603,20533,,,1700.0,M,2021-08-24T21:30:10.000Z,,6,Employé qualifié,22,AN,,45,MN,2021-08-24T21:30:10.696Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,6
3f6b85db8dc1f287a28e5b3cf69cc13f80cb6995cabe98b78ff68a8595405a57,F,1996,1,FRANCAISE,8b53bdd9f28b9250eeb10ef7184b165471f71fc5641f545b2aa52f758ed19326,Assistant Assistante ressources humaines,Je suis à la recherche d'un emploi en tant qu'agent d'accueil assistante ou assistante RH Dotée de plus d'un an d'expérience sur un poste polyvalent je saurai apporter une réponse adaptée à vos besoins,3,K1304,10805,,,10.15,H,2021-10-09T18:57:23.038Z,,6,Employé qualifié,1,AN,,20,KM,2021-10-09T18:57:23.045Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
945be994be13374061c8d2663468bb4f89ff9763d72588dfc2dffe0b48818352,M,1968,1,FRANCAISE,9bcc61c5ac6be689b1a3f4978a39d25472ca04101c0bd28ebec54256f186bbff,Magasinier Magasinière,15 ans d'expérience dynamique rigoureux motivé esprit d'équipe CACES R 389 Cat 1 3 5,3,N1103,16277,,,10.03,H,2021-10-13T06:14:20.000Z,,6,Employé qualifié,15,AN,,15,KM,2021-10-13T06:14:20.568Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
332fa8d99791f98f9bd5c24e4b671e76a16eaeb100785551ee2dbd689d28e278,M,2002,1,FRANCAISE,74251c78cafeeb750775931c00e1a212f87b62518a5d1ed8bfe89b6ce2237ce6,VENDEUR PRET A PORTER,TITULAIRE DU BAC PRO COMMERCE 2 mois d'experiences dans la vente,3,D1214,20613,0,0,10.25,H,2021-08-09T12:50:29.000Z,,6,Employé qualifié,,,MO,15,KM,2021-08-09T12:51:55.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
1723246ef7f729c7012350411e519527e211100584aac8ca4adce4e0531e653c,M,1996,1,FRANCAISE,24a731d00c93744c420522ec66d81ff9c5ff2055c788880bf5889fe62379b7c5,Manutentionnaire employé polyvalent,Sérieux motivé j'accepte toutes propositions Expérience en magasin de bricolage entrepôt de textile Je suis véhiculé,3,N1105,16361,,,10.15,H,2021-10-19T13:22:30.000Z,,5,Employé non qualifié,1,MO,,10,KM,2021-10-19T13:22:30.335Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
76690529a8b52a5fa6b32aad68ab8d065c9e7ab6b4a03774eace4a7ad0c34b4e,M,1996,1,FRANCAISE,c96690f39f061de4d712b515410a5d177b4b686defe18a8fe3ea5115217107ed,metallier serrurier,Deux ans d'expérience en apprentissage Travail en atelier fabrication garde-corp escalier plateforme Pose des pièces fabriquées sur différent chantier Maintenance en industrie,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
b20974b5c2c0c76a86592b489896f9fe1c8344e29037afee759c3f841efbbee8,F,1984,1,FRANCAISE,3a8d0b5d28ae7e8655a4ca6a2bdb657af9a1daa7818f3d2a4a2e959dc7b353d4,Assistante de vie,15 ans d expériences auprès des personnes présentant un handicap physique et ou mental,5,K1301,10856,,,,M,2019-08-09T14:22:49.000Z,,,,10,AN,,30,KM,2021-01-29T04:00:23.293Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
a6ae34c8d143c8d456ed717398cb95354fe1ac8dfde7859e6f86fa5905df6d6d,F,1997,1,FRANCAISE,f7ef1fe970af8687df0086aef9cc57d34433dd05fc2fd37277d76248c1a93ef1,Aide Comptable,Je suis à la recherche d'un poste en comptabilité et gestion J'ai une bonne maîtrise des logiciels bureautique et comptable,3,M1203,10871,0,0,2300.0,M,2020-09-01T10:01:51.000Z,,7,Technicien dessinateur,1,AN,MO,,,2021-10-08T12:32:49.642Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
08087ea54f1a0e04b9a785b7110173f6ba792a0f8feed50e0295dace0794eba7,F,1989,1,FRANCAISE,3c63b04a10c7d07c6dc0c495ef70d86a74428e1b025efa28924f4f5792735fce,Conseillère clientèle pour particulier,Actuellement je préparer un Bachelor Banque assurance en alternance avec sofinco filiale du crédit agricole Et je suis à la recherche d un poste de conseillère clientèle grand public,3,C1206,13387,0,0,32000.0,A,2021-10-04T14:30:55.000Z,,6,Employé qualifié,2,AN,MO,1,H,2021-10-05T00:44:03.927Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
ab1b2a4d2dd79299936d536eb8bfff8959090c5ec9059690a34655d659ac553a,F,1974,32,MAROCAINE,bf3704fb5e58c079723aeb7b2665bd4db3a0db136118ac38e2588e4694464d1d,AUXILIAIRE DE VIE,3 ANS DE TRAVAIL EN AUXILIAIRE DE VIE,3,K1302,11453,,,1500.0,M,2019-07-24T14:17:07.000Z,,6,Employé qualifié,4,AN,,1,H,2021-03-06T18:23:46.509Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,6
5837d6c19b6c19e991756c31d29888397e4e4decf0579bce1d366c0afc5723bf,M,1985,1,FRANCAISE,9a0425147771d7b12abbd6c9b478f820daaf38261c1d397eb16da4089af45f20,Agent de production fabrication,J'ai une expérience de 5 ans dans l'industrie l'assiduité et mon dynamisme sont points forts,3,H2909,10561,,,10.03,H,2021-01-03T14:05:53.000Z,,2,Ouvrier Spécialisé,5,AN,,30,KM,2021-01-03T14:05:53.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
bd0309f6cee11289396324aeb1ffbfd31174a632b129e2c0652dddfe72c1e6ba,M,1960,1,FRANCAISE,734d1888e0d2c2b71acc7d6148d23bd812c1ec631784e90e270cd599d38aac67,Agréeur Agréeuse commerce de gros,mon experience de assistant de qualité me ont permis de déveloper un véritable savoir-faire dans domaine fruits et legumes,3,N1303,10800,,,1500.0,M,2021-08-18T06:50:51.000Z,,3,"Ouvrier qualifié (P1, P2)",4,AN,,20,KM,2021-08-18T06:50:51.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
36cfd13aad20657105a1015fc9c1e52acecacca2a5b560cb643597cee020d3af,M,1986,1,FRANCAISE,0997651cf3fef2ec219ef7af234a7b018e62f04c8a748975b6f20e8f11f0232b,Projeteur freelance,13 ans d'expérience en tant que projeteur Réalisation de dossier de permis de construire et DP Plans technique bâtiment et VRD Modélisation 3D,3,F1104,14042,,,3200.0,M,2021-10-13T16:11:00.000Z,,7,Technicien dessinateur,13,AN,,20,KM,2021-10-13T16:11:00.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
248364c7a8e58fe25dea4383e07121e7d2decf598e8dd5b9201e940b05848666,M,1983,1,FRANCAISE,4043df4fb30d254dedf60e801d367b31dabce17301d88f0e720f6789fbc4e0e5,chauffeur poids lourd,Experience en tant que chauffeur pl et vl connait parfaitement la cub et national reussite des parcours definie,3,N4101,11989,6,18,2123.0,H,2018-12-03T09:57:39.000Z,,6,Employé qualifié,2,AN,MO,20,KM,2021-11-06T02:12:54.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
a716b78cde7fb1a0fed9eaa1e04e298a5a7bb0bf09b9a88a907899dc30ab3835,F,1994,1,FRANCAISE,f8a3d967ebd381e1723144f3815ef0f1981d2bde4de47c2d232e31dd5cb8eb9a,ASS ADMINISTRATIF ASS COMMERCIAL VENDEUSE ALIMENTAIRE,motivée curieuse ambitieuse Bénéficiaire du permit B Maman de 4 enfants j'aimerait rassurée mon futur employeur sur le mode de garde de mes enfants Nounou école garderie N'hésitez pas a rentrer en contact pour un éventuel entretien,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
6b0825f898b27c1a64e9226707c88c89b76033ae881e2cf991f8d4cf524ef780,F,1997,,,dfdfc48c0bddab8db541aeeb38113f522bd33081ce2b7a979b5cc6d647a73c03,Employée dans la restauration scolaire en reconversion,A l'issue d'un Bac 4 j'ai eu à utiliser des logiciels tels que Word Excel Powerpoint et Wordpress J'ai également un certain goût pour les chiffres en plus de mes capacités linguistiques ce qui fait de moi une personne polyvalente curieuse mais aussi adaptable et déterminée,3,M1203,12797,,,1800.0,M,,,5,Employé non qualifié,0,AN,,25,KM,2021-03-10T16:29:13.773Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
22b42ad52391144f0ce91a070720ac175047b2a1efadf0f7d2b37ab15c960502,F,1973,1,FRANCAISE,d9922d1d09b4a4a68c99bab1236e338543e5575a8b589f7d5552a810d975cb9f,Agent d'accueil,Sachant être à l'écoute d'un public très diversifié je suis à même de gérer l'accueil physique et téléphonique dans tous les secteurs d'activité confondus Je possède donc un très large sens du relationnel,3,M1601,10372,,,1554.58,M,,,6,Employé qualifié,3,AN,,10,KM,2021-10-19T13:13:38.240Z,connaissance bureautique-micro-informatique,,,,,,,,,,Techniques de communication,,,,,,,,"Procéder à l'enregistrement, au tri, à l'affranchissement du courrier",,,,,,,,,,,1,6
853aabdcdbe8dadf0311f4afcd83abe1378bd4bdd87b08cd98aa01d73878d30c,F,2000,1,FRANCAISE,40d5d6402a1a35554550a6400fa63b8ce19910f3f05b2c6c95b2403ef0bf420e,Assistant Assistante accueil petite enfance,Je suis dynamique motivé ponctuel souriante et surtout appliqué,3,K1303,11180,,,1554.58,M,2021-09-20T08:34:28.000Z,,3,"Ouvrier qualifié (P1, P2)",2,AN,,10,KM,2021-09-20T08:34:31.316Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
f69a2ee44d03a67d29448b68845a9268b8ff35aad0796bc3191347f927c5385e,F,1991,1,FRANCAISE,c0368703c850e0095824a9485c190e9e0c3b8172bdb0bef7c353644152b231c1,Assistante administrative - Secrétaire,Diplômée d'un BTS Assistant de Manager j'ai environ 4 ans d'expérience en tant que secrétaire assistante des ventes dans des entreprises aux domaines complètements différents Je suis dynamique organisée polyvalente et natuelle de plus je maitrise parfaitement l'outil informatique Je recherche un emploi où je peux mettre en pratique mes compétences et où je me sens bien,3,M1604,19374,,,1700.0,M,2021-09-15T13:42:52.000Z,,6,Employé qualifié,3,AN,,30,KM,2021-09-16T00:51:53.504Z,Gestion des appels,Gestion du Pack Office Word Excel PowerPoint Outlook,Facturation client,,,,,,,,Gestion administrative,,,,,Sens de l'organisation,,,,,,,,,,,,,,1,6
3764f9ddf6a5642742ce642b5a019389ec2ec8fc83d54892174a7fd1c626c666,F,2001,1,FRANCAISE,d18e631f9c3abab1e704dd8eabec4e7251144d13c6a49d1ce6a476e15a521321,A la recherche d'emploi,5 mois dans différents secteur d'activité serveuse employé toutes mains,3,G1703,18325,,,,M,,,,,,,,30,MN,2021-11-13T01:56:42.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
e91866ca197f151f6cbe158a4d429faaa05621eaf10c4ccc375cda2822813573,F,1973,1,FRANCAISE,536a4ec40efaffb53f133a84c246053a48592ac093921ff26bacbf0572af2f15,Assistante Administrative confirmée,3 ans d'expérience dans le secteur bâtiment Logistique Assistance administrative et commerciale Gestion financière Titulaire du TP Secrétaire Assistante Utilisation courante WORD EXCEL POWERPOINT,3,M1607,11183,,,11.0,H,2021-08-27T12:39:09.000Z,,6,Employé qualifié,2,AN,,30,KM,2021-09-16T09:08:36.235Z,facturation,gestion commerciale,,,,,,,,,,,,,,Sens de l'organisation,,,Coordonner l'activité d'une équipe,,,,,,,,,,,1,6
159fd669a5ba1f252de94a2c3af149c9f019594ca4635c835578de0962c26411,M,1991,1,FRANCAISE,a1ff7d4ad48c8a12753b9b07b7b7b589a2d6ffafea9d228e8d397dfed2b53fc7,Pro carrelage,Debutant dans le domaine du carrelage,3,N1105,16361,,,9.43,H,2018-06-24T08:57:29.000Z,,5,Employé non qualifié,0,,,20,KM,2021-07-17T23:24:27.826Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
d8aa10db8fbda409449c09037a96e59b61203d9af2d76b71703fefec6225b184,F,1965,1,FRANCAISE,c7393f403ff39ccd9eab407538f417918980c1291aca21b101f96598023d1098,Auxiliaire de vie,Ayant une grande expérience auprès des personnes âgées en tant qu'auxiliaire de vie je suis de nature tres sociable et m'adapte très rapidement à tout environnement professionnel,3,K1304,10805,,,,,2018-05-04T11:43:42.000Z,,,,20,AN,,,,2021-09-14T09:42:40.779Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
279e1d0b77cfae9a0d4d01ab82fe42139cc7b516bf4482f861fc1f17572e234e,F,1982,1,FRANCAISE,a62402f3400b64778511c68c5c0ee4ea4c2a42f399f971b0f2606d3ed1f74707,Cuisinière dynamique organisée autonome et volontaire,18 ans d expérience dans une même entreprise vente préparation traiteurs snacking Je me lance dans la cuisine grâce a une formation de 9 mois ou j ai pu effectuer un stage en restauration traditionnelle J ai une soif d apprendre Je suis rapide dynamique et j ai une bonne condition physique,3,G1602,13861,,,15.0,H,2021-09-15T08:28:35.000Z,,5,Employé non qualifié,0,,,30,MN,2021-09-15T08:28:35.610Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
b6cc335a5daf0dc616acfa2f6259e4b31bc492e860a50359e94441609c295ce5,F,1989,1,FRANCAISE,a4ea305dc663f468f8d1782aae85c505995b773d25813748e1472ebee4214024,Secrétaire médicosocial médicosociale Sans expérience,Secrétaire médicosocial médicosociale Sans expérience,3,M1609,19399,,,10.0,H,2019-11-20T17:32:47.000Z,,5,Employé non qualifié,,,,10,KM,2021-10-26T15:05:31.316Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
60ae7088a256f5634e64364347830cff309e656effb31f0c435c6dc76856a085,F,1988,1,FRANCAISE,3f791bc94395f5e8d8e56988849b75f9e9af59902a5b175de9a6dc5a5f16a4d7,Educatrice Spécialisée,Disponible immédiatement sur le secteur Nord Caraïbes de préférence,3,K1207,14597,,,1800.0,M,2021-08-03T03:37:13.712Z,,2,Ouvrier Spécialisé,3,AN,,45,MN,2021-08-03T03:37:13.717Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
aa51f354f6de5fe25aab88a9ef7a34d94d37e92be0de466191dc9e2bfe9f20c3,M,1991,1,FRANCAISE,5176743edb31fbef137f96b2279d608356fca772f25f532994485fad448483ca,Agent d'entretien des espaces verts,Consciencieux sens du travail bien fait travail en équipe,3,A1203,17480,1,18,9.67,H,2021-07-23T11:10:39.000Z,,3,"Ouvrier qualifié (P1, P2)",0,,MO,20,MN,2021-11-05T13:19:58.670Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
346fcb48f339caa1c77312d433f16f4fa418593f1e373051dbc89ad5ed9e5ab7,M,1973,1,FRANCAISE,20c0e6752726669fb4cc9714aa15724e7ee9e48651e859dd715806a5b9005ca2,Chauffeur poids lourds bras de grues,Formation transport 12mois cases 1 2 4 10 R390 Visite médicale et toutes cartes sont à jour,3,N4101,11989,,,,,2017-11-08T23:00:00.000Z,,,,6,AN,,,,2021-01-28T07:23:37.216Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
6b486ba77eef2163b45d63669173cfdbdd72fb2f609b0d98e917f052e09cebf5,M,1994,1,FRANCAISE,e8ad3b4177b334fb62c540d2a30766bd6e17ec516b3c010ad1594d404941a390,Chargé d'étude aménagement paysager,Quatre années d'expériences en aménagement paysagers dont une en bureau d'étude,3,F1201,13217,,,2000.0,M,2021-08-11T14:24:17.000Z,,5,Employé non qualifié,1,AN,,30,MN,2021-08-11T14:25:24.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
ffbfcd91661dbdbeac3e4809089bfcf26ca154fdb3ab8b76c0ae776a4d4bf590,M,1974,32,MAROCAINE,47d6b574d8835b966786910495e6cc87e439b0f4c6b8bfb0d6e1e13e0091ee33,chauffeur livreur transport express ou transport urgent,fort d'une expérience en messagerie je recherche aujourd'hui un poste dans le transport vl mais plutôt en express ou en transport urgent dans le cadre de ma précédente activité je travaillais sur tout le Nord Pas de Calais et la Belgique,3,N4105,11999,0,0,10.15,H,2021-09-27T12:34:27.400Z,,5,Employé non qualifié,2,AN,MO,30,MN,2021-09-27T12:34:27.409Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5
bd3dadbd8a66ce4af567ec5a4b839cbb5cdb0d6674bcf27befa473875d5af331,F,1991,1,FRANCAISE,eeb050284b41a35f657d3a7281297748ad75b276f171549b8b0b21794d88b2df,Formatrice en esthétique,12 années de pratique en esthétique dont 6ans en tant que formatrice Je suis rigoureuse travailleuse et passionnée par mon métier,3,D1208,15140,0,0,2000.0,M,2021-04-27T12:47:22.000Z,,6,Employé qualifié,6,AN,MO,35,KM,2021-04-27T12:57:07.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
f96f2122a7836af07065c8b8ce9c86f292a4b8483af711d3dc1f376085772bb1,F,1997,1,FRANCAISE,184396ad840f6751eaac15ba57fca2b2ce5752a926c7d53902242c166314a601,Diplômée d'un master en stratégie digitale je suis à la recherche de mon premier emploi dans ce domaine,Ayant effectué mon master en alternance au sein du média TV5MONDE j'ai obtenu une expérience professionnelle de 2 ans durant lesquels j'ai pu mettre en application ce que j'apprenais à l'école Mon expérience professionnelle enrichissante m'a permise d'approfondir mes connaissances dans le domaine du marketing digital et m'a confortée dans mon choix de poursuivre dans cette branche,3,M1803,12258,,,36000.0,A,2021-10-02T13:25:30.000Z,,9,Cadre,1,AN,,1,H,2021-10-28T16:58:03.557Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
e5bf2b422b3217cdea4633e5f7525d4c2b52a15c3e02233702bef3b16ecabacc,F,1975,1,FRANCAISE,0b6ffb82b3fe0a664520f3ec8839f984a62f967ea56741d692e2862619cb9b3f,Agent administratif,Plus de 14 ans dans le domaine du secretariat et une polyvalence dans les missions confiées,3,M1607,19364,,,,M,,,6,Employé qualifié,,,,50,KM,2021-03-31T02:31:48.200Z,réaliser un suivi et mise à jour de tableaux de bord,établir un devis,réaliser un suivi et une mise à jour de l'activité,rédiger des courriers notes compte rendu,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
0f71f796e0e111db3850593fb8fd3045a3d8de80ec5ba059c0de9ec7fcd17214,F,1971,1,FRANCAISE,9757f3af4156cfa548997e8d835448d5440da49638bf7613e39c96a18ec34b15,Aide maternelle aide auxiliaire puéricultrice,Je souhaite travailler dans la petite enfance idéalement en milieu collectif j'ai toutes les qualités pour ce métier j'ai une expérience de six ans en tant q'assistante maternelle à mon domicile et trois ans de garde d'enfants chez des particuliers et une expérience de plus d'un ans en tant que animatrice spécialisée petite enfance et enfance J'ai un CAP petite enfance,3,K1303,10854,,,10.0,H,2021-02-11T15:24:50.000Z,,6,Employé qualifié,,,,30,MN,2021-09-30T09:50:55.405Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
8ed530f07a20756cffd46aa3a18d39da390e38468bcdb70270ee03230384f41e,M,1968,1,FRANCAISE,1b06af453ecdff5c0a9a523d689a1a3ab780380dbc7ddd3a0153da5606061542,Plaquiste,30 ans d'expérience - Polyvalent et dynamique,3,F1604,17821,0,0,10.15,H,2020-07-22T12:04:44.000Z,,6,Employé qualifié,30,AN,MO,30,KM,2021-02-26T07:12:53.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
d8b7919da4129efbb323a2166ce69d56d5a2aafc13f85fc4f79925e1409cebf3,M,1999,1,FRANCAISE,015bd3f2efbc34d250b4c2a248676d2281234188c7b6561135e860f40575afd5,Manoeuvre bâtiment,experience en plomberie bonne métrise du poste O A dynamique aime le travail d'équipe,3,F1704,16351,0,0,10.25,H,2021-10-15T07:17:36.000Z,,8,Agent de maîtrise,5,AN,MO,15,KM,2021-10-15T07:17:46.913Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8
c46862e9178c14b8abccc29ccfe09b39a14081e224532311afa2cbed07364e4e,F,1997,1,FRANCAISE,5896367db0128e0330f53483a0d3ca2f243cf3daf128bf9cd75bcf373249e5ce,Commerciale,Suite à la fin de ma formation en école de commerce je suis disponible pour le poste de commercial en B to B,3,D1402,12739,0,0,2000.0,M,,,7,Technicien dessinateur,2,AN,MO,,,2021-08-25T23:56:23.392Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
56b77d6a556685b3ee7e404db246d8311348772aefddfdbc41040d1faf3801c9,F,1962,1,FRANCAISE,09927501504d5dedb4acc5f04961758a8184d5704a52065990f465fd161a5bda,MONITRICE ATELIER,22 ANS DEXPERIANCE AUPRES DES PERSONNES AUTISME EN FOYER DEBERGEMENT,3,K1203,16722,,,1800.0,M,2021-09-09T07:29:35.000Z,,6,Employé qualifié,19,AN,,45,KM,2021-10-19T16:28:41.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
c67e4ea06a4b5852489289f6496a70c61f8b29e42237654112db72eaf110b8cc,M,1994,1,FRANCAISE,772de051e9d7324ac6519c106c9879fd7dce10e113392775b1c258386a84ebaf,Jeune et motivé je souhaite intégrer le monde du digital,Diplômé d'une licence en e-commerce je souhaite intégrer une agence ou une entreprise pour travailler dans la communication et le marketing digital Mon but est de prouver ma valeur et dans le futur gérer la communication digitale d'entreprises,5,M1705,38794,,,10.15,H,2021-01-04T09:39:47.000Z,,7,Technicien dessinateur,3,MO,,30,MN,2021-02-26T03:40:09.602Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
c49a8d0f5798ad925e5656cffcbd5877089072b1b38e7bffa37db29a8e59af5d,M,1982,1,FRANCAISE,26afef06625f5420caf01730a0446a2e63d327fd93fac7514959318b7488034e,MACON GROS OEUVRE,Spécialisé en gros oeuvre Titulaire du Caces 9 - N3P2- Permis B et Voiture,3,F1703,16250,,,,,2018-03-16T13:48:00.000Z,,,,10,AN,,,,2021-03-24T08:05:15.729Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
e3c3ab00c13b1fe76a7f5b2f77d8cb5fba32d81eba4b709517aca73fa51dcc94,F,1972,1,FRANCAISE,8e2894b1cffff0cfaec06fa89acf045b883cbea3f7e2ad971c729f41e49dcf85,Assistant administratif et commercial Assistante administrative et commerciale,J'aimerais de nouveau trouver un travail stable et motivant ainsi je pourrais utiliser mes compétences La polyvavence et apprendre ne me fait pas peur D'un naturel plutot discret mais j'aime le contact humain,5,D1401,11186,,,,,2018-02-28T14:04:28.000Z,,,,16,AN,,,,2021-06-22T09:50:45.094Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
3475e024b62ae47edd18e8ef3ff856c18ecd41256d56db4b20f5773fc48dd34a,M,1992,32,MAROCAINE,0b8332a7a4e2d85e91c5807635c5a202a907e75d7acb49f7a7b30746f592346e,Technicien maintenance Technicien itinérant,Maîtrise des outils de bureautique sérieux doté d'une bonne capacité d'adaptation,3,M1810,20168,,,11.0,H,2018-10-03T10:30:48.000Z,,6,Employé qualifié,8,MO,,1,H,2021-08-03T02:05:51.107Z,sens du service client,,,,,,,,,,,,,,,Autonomie,,,Déterminer les solutions et préconisations techniques et les communiquer aux clients,,,,,,,,,,,32,6
75637dbe052440e46c76b3fd84165596edf9b3860f0ce078baba4d686f6f165f,F,1966,1,FRANCAISE,ef6ada255138107306555ebe78d1a848ffbf5a9f8844305a37cfef2f6d39e7bf,Assistante 10 ans d'expérience,10 ans d'expérience dans divers secteurs bureau d'études dans le domaine maritime bureau de conseils dans le domaine maritime comptabilité journalière restauration,3,M1607,19368,,,600.0,M,2020-06-02T07:46:08.000Z,,6,Employé qualifié,10,AN,,30,MN,2021-07-01T14:00:40.981Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
